UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,11,2025,65,4164224,2007056,2157168,1622303,1700823,228333,274035,21023,23013,105216,126078,4124,4232,26057,28987,1644197,1724581,235232,282957,34450,38208,114347,135783,7215,7657,1750222,1887219,1391729,1459436,217588,261760,13510,15616,102937,123470,3336,3437,21122,23500,1409291,1478459,222429,268260,24310,27983,111001,131904,5941,6355,256834,269949,230574,241387,10745,12275,7513,7397,2279,2608,788,795,4935,5487,234906,246122,12803,14697,10140,10225,3346,3879,1274,1302
R,11,2025,66,4040087,1938895,2101192,1575351,1664723,216722,264251,19854,21617,98402,119086,3855,3896,24711,27619,1596047,1687474,223072,272662,32673,36447,107234,128053,6775,7060,1705126,1851470,1365421,1441679,206881,252656,13107,14756,96356,116721,3151,3196,20210,22462,1382219,1459958,211362,258786,23530,26912,104160,124550,5636,5887,233769,249722,209930,223044,9841,11595,6747,6861,2046,2365,704,700,4501,5157,213828,227516,11710,13876,9143,9535,3074,3503,1139,1173
R,11,2025,67,3965644,1894567,2071077,1544308,1646331,206806,254793,18415,20727,97998,119079,3613,3798,23427,26349,1563849,1667928,212918,262741,30834,35026,106128,127665,6293,6745,1677801,1834932,1350043,1435032,197321,243820,12258,14432,96077,116912,2951,3141,19151,21595,1365869,1452560,201612,249652,22440,26258,103267,124395,5235,5682,216766,236145,194265,211299,9485,10973,6157,6295,1921,2167,662,657,4276,4754,197980,215368,11306,13089,8394,8768,2861,3270,1058,1063
R,11,2025,68,3918994,1863758,2055236,1525300,1641234,198487,248800,18366,20120,95304,115852,3428,3651,22873,25579,1544356,1662262,204441,256473,30634,34452,103144,123776,6088,6542,1655694,1826607,1338587,1436272,189653,238320,12176,14182,93535,113883,2840,2987,18903,20963,1354189,1453308,193944,243932,22315,26100,100548,120778,5127,5451,208064,228629,186713,204962,8834,10480,6190,5938,1769,1969,588,664,3970,4616,190167,208954,10497,12541,8319,8352,2596,2998,961,1091
R,11,2025,69,3763312,1779688,1983624,1460654,1583090,185789,239261,17167,19223,91464,113918,3202,3457,21412,24675,1478572,1603395,191314,246609,28780,33147,98672,121573,5662,6226,1586371,1767935,1287325,1390052,177443,229260,11449,13604,89774,111834,2636,2917,17744,20268,1302047,1406550,181386,234620,21096,25227,96207,118503,4768,5288,193317,215689,173329,193038,8346,10001,5718,5619,1690,2084,566,540,3668,4407,176525,196845,9928,11989,7684,7920,2465,3070,894,938
R,11,2025,70,3620700,1702912,1917788,1401438,1535921,173215,225607,16248,18138,88731,111602,2999,3382,20281,23138,1418316,1554813,178386,232576,27360,31098,95527,118837,5356,5988,1520340,1710856,1237359,1350130,165391,216290,10988,12936,87131,109712,2519,2790,16952,18998,1251342,1365430,169119,221380,20315,23752,93230,116050,4568,5031,182572,206932,164079,185791,7824,9317,5260,5202,1600,1890,480,592,3329,4140,166974,189383,9267,11196,7045,7346,2297,2787,788,957
R,11,2025,71,3488756,1630045,1858711,1346872,1494633,162023,215143,15079,17176,84422,106571,2780,3200,18869,21988,1362598,1512589,166785,221637,25615,29645,90675,113304,4909,5735,1463110,1665050,1196319,1320259,154932,206663,10516,12481,83031,104809,2337,2642,15975,18196,1209520,1334909,158454,211446,19509,22973,88639,110746,4211,4841,166935,193661,150553,174374,7091,8480,4563,4695,1391,1762,443,558,2894,3792,153078,177680,8331,10191,6106,6672,2036,2558,698,894
R,11,2025,72,3307004,1535611,1771393,1277023,1433996,146579,199059,13885,15813,78065,99150,2559,2845,17500,20530,1291669,1450814,150824,205011,23837,27554,83752,105489,4540,5201,1384629,1592865,1140930,1273000,140097,191224,9735,11545,76815,97635,2172,2366,14880,17095,1153328,1286828,143202,195640,18268,21477,81944,103240,3918,4436,150982,178528,136093,160996,6482,7835,4150,4268,1250,1515,387,479,2620,3435,138341,163986,7622,9371,5569,6077,1808,2249,622,765
R,11,2025,73,3188655,1473008,1715647,1230278,1392509,135829,189153,12792,15011,75631,97236,2455,2759,16023,18979,1243623,1408102,139766,194594,21881,26094,80838,102918,4331,4949,1333506,1548304,1104317,1241405,129942,181811,9065,11043,74418,95781,2112,2311,13652,15953,1115591,1254359,132857,185934,16898,20528,79118,100776,3762,4203,139502,167343,125961,151104,5887,7342,3727,3968,1213,1455,343,448,2371,3026,128032,153743,6909,8660,4983,5566,1720,2142,569,746
R,11,2025,74,2993882,1373740,1620142,1152342,1318052,125475,179197,11926,13974,66875,88742,2123,2480,14999,17697,1164793,1332602,129118,184333,20708,24495,71598,93789,3886,4484,1243930,1464047,1034687,1177217,120162,172292,8579,10272,65814,87366,1831,2081,12857,14819,1045284,1189226,122912,176157,16158,19290,70083,91805,3397,3831,129810,156095,117655,140835,5313,6905,3347,3702,1061,1376,292,399,2142,2878,119509,143376,6206,8176,4550,5205,1515,1984,489,653
R,11,2025,75,2807409,1278427,1528982,1064078,1236391,118897,169911,11434,13244,67592,90295,2123,2336,14303,16805,1076004,1250052,122433,174881,19770,23041,72063,95377,3779,4289,1157405,1378895,954675,1100833,113817,163266,8276,9746,66583,88953,1802,2001,12252,14096,964822,1112164,116464,167003,15490,18143,70617,93398,3294,3689,121022,150087,109403,135558,5080,6645,3158,3498,1009,1342,321,335,2051,2709,111182,137888,5969,7878,4280,4898,1446,1979,485,600
R,11,2025,76,2691412,1221008,1470404,1023692,1198144,107607,157651,10702,12268,63784,84256,2037,2337,13186,15748,1034678,1211021,110755,162234,18558,21637,67825,88756,3592,4135,1110441,1332573,923521,1073234,103133,151672,7805,9215,62883,83092,1746,1996,11353,13364,932926,1084049,105525,155176,14655,17370,66504,87066,3116,3589,110567,137831,100171,124910,4474,5979,2897,3053,901,1164,291,341,1833,2384,101752,126972,5230,7058,3903,4267,1321,1690,476,546
R,11,2025,77,2595827,1173704,1422123,990203,1167727,99667,147628,9864,11608,59847,78027,1839,2196,12284,14937,1000413,1180067,102671,151849,17179,20547,63573,82281,3259,3871,1071870,1292943,897879,1050609,95509,142186,7322,8774,59009,76901,1579,1893,10572,12580,906600,1060888,97809,145368,13705,16509,62348,80626,2848,3358,101834,129180,92324,117118,4158,5442,2542,2834,838,1126,260,303,1712,2357,93813,119179,4862,6481,3474,4038,1225,1655,411,513
R,11,2025,78,2660174,1204983,1455191,1033147,1218473,92640,136867,9697,11000,55490,72092,1727,1968,12282,14791,1043488,1230814,95524,140994,17296,20106,58955,76086,3132,3565,1108364,1331850,945256,1106275,88935,131756,7243,8422,54726,71043,1493,1698,10711,12656,954232,1116733,91170,134952,13988,16385,57825,74594,2757,3132,96619,123341,87891,112198,3705,5111,2454,2578,764,1049,234,270,1571,2135,89256,114081,4354,6042,3308,3721,1130,1492,375,433
R,11,2025,79,2106241,944866,1161375,804982,964717,72645,110904,7787,9161,47987,62736,1517,1678,9948,12179,813388,974810,74955,114231,13764,16368,50889,66259,2717,3108,862659,1053158,730164,866416,69409,106255,5790,6966,47370,61802,1324,1453,8602,10266,737402,874834,71164,108761,11062,13170,49965,64907,2387,2730,82207,108217,74818,98301,3236,4649,1997,2195,617,934,193,225,1346,1913,75986,99976,3791,5470,2702,3198,924,1352,330,378
R,11,2025,80,1751416,770036,981380,650479,809018,62291,98175,6506,8029,41162,54184,1293,1527,8305,10447,657418,817666,64256,101039,11403,14190,43675,57222,2356,2760,698454,884572,585225,720898,59527,94156,4855,6028,40591,53377,1118,1318,7138,8795,591142,728108,61006,96294,9134,11320,42838,56050,2064,2405,71582,96808,65254,88120,2764,4019,1651,2001,571,807,175,209,1167,1652,66276,89558,3250,4745,2269,2870,837,1172,292,355
R,11,2025,81,1663405,724831,938574,615285,777984,56464,91109,5990,7405,38149,50640,1110,1383,7833,10053,621883,786308,58277,93955,10665,13353,40462,53509,2095,2601,661456,850175,557445,697387,53949,87582,4556,5572,37696,49882,975,1197,6835,8555,563169,704407,55345,89751,8722,10763,39785,52409,1862,2292,63375,88399,57840,80597,2515,3527,1434,1833,453,758,135,186,998,1498,58714,81901,2932,4204,1943,2590,677,1100,233,309
R,11,2025,82,1641514,707723,933791,608006,785278,52010,86358,5449,7028,34090,44455,1014,1179,7154,9493,614088,793207,53590,88925,9836,12752,36072,47057,1929,2299,650254,851137,555411,709856,49784,83029,4232,5328,33649,43817,899,1024,6279,8083,560741,716568,51000,84957,8174,10340,35422,46107,1721,2031,57469,82654,52595,75422,2226,3329,1217,1700,441,638,115,155,875,1410,53347,76639,2590,3968,1662,2412,650,950,208,268
R,11,2025,83,1422047,604990,817057,515973,682308,45144,76731,4840,6196,31785,42525,837,1100,6411,8197,521353,689126,46630,78968,8761,11161,33613,44786,1589,2022,554799,742983,470053,614581,43181,73759,3791,4708,31428,41948,729,937,5617,7050,474753,620405,44331,75472,7299,9094,33073,43959,1398,1766,50191,74074,45920,67727,1963,2972,1049,1488,357,577,108,163,794,1147,46600,68721,2299,3496,1462,2067,540,827,191,256
R,11,2025,84,1206554,504962,701592,429135,584031,37906,66885,4252,5379,27445,37081,743,921,5481,7295,433750,590104,39136,68849,7557,9806,29071,39119,1404,1739,461208,636927,389073,524778,36219,64354,3334,4156,27128,36568,661,779,4793,6292,393097,529986,37162,65877,6296,8066,28583,38365,1255,1509,43754,64665,40062,59253,1687,2531,918,1223,317,513,82,142,688,1003,40653,60118,1974,2972,1261,1740,488,754,149,230
R,11,2025,85,1060763,435741,625022,367146,516947,33596,60994,3744,4960,25629,34729,700,873,4926,6519,371264,522372,34710,62784,6673,8812,27157,36578,1302,1657,395951,564538,330679,461611,32067,58542,2917,3811,25322,34266,621,721,4345,5587,334300,466217,32937,59915,5532,7186,26710,35916,1169,1418,39790,60484,36467,55336,1529,2452,827,1149,307,463,79,152,581,932,36964,56155,1773,2869,1141,1626,447,662,133,239
R,11,2025,86,924891,374191,550700,315648,456387,28476,53091,3156,4292,22148,30208,541,808,4222,5914,319225,461294,29456,54675,5631,7794,23413,31915,1059,1529,339796,497279,284177,407479,27107,50924,2474,3305,21898,29803,466,678,3674,5090,287270,411698,27851,52122,4673,6389,23039,31310,936,1306,34395,53421,31471,48908,1369,2167,682,987,250,405,75,130,548,824,31955,49596,1605,2553,958,1405,374,605,123,223
R,11,2025,87,834323,332201,502122,280784,417870,24533,47125,2838,3976,19737,27269,529,709,3780,5173,283977,422188,25395,48518,5092,6997,20880,28780,967,1315,302036,453779,253120,373601,23394,45173,2256,3102,19503,26916,460,573,3303,4414,255899,377262,24046,46237,4273,5745,20532,28245,852,1100,30165,48343,27664,44269,1139,1952,582,874,234,353,69,136,477,759,28078,44926,1349,2281,819,1252,348,535,115,215
R,11,2025,88,711982,278425,433557,234411,359260,20714,41090,2371,3438,17220,24500,446,620,3263,4649,237202,363135,21471,42368,4302,6104,18210,25858,816,1195,252525,391379,210589,320642,19749,39413,1886,2663,17039,24154,389,514,2873,3993,213039,323943,20331,40399,3624,5013,17933,25360,721,1025,25900,42178,23822,38618,965,1677,485,775,181,346,57,106,390,656,24163,39192,1140,1969,678,1091,277,498,95,170
R,11,2025,89,612349,235188,377161,197488,312538,17523,35813,2050,2992,14937,21315,379,511,2811,3992,199859,315853,18145,36916,3667,5315,15835,22472,726,969,212978,340421,177044,278808,16654,34381,1653,2311,14789,21033,334,445,2504,3443,179149,281644,17142,35239,3117,4342,15615,22075,646,856,22210,36740,20444,33730,869,1432,397,681,148,282,45,66,307,549,20710,34209,1003,1677,550,973,220,397,80,113
R,11,2025,90,529981,199336,330645,167298,273449,14849,31404,1748,2676,12739,19048,319,444,2383,3624,169292,276445,15388,32367,3112,4764,13494,20134,636,869,180388,298368,149826,243832,14148,30156,1404,2059,12604,18793,288,372,2118,3156,151596,246429,14578,30918,2638,3918,13285,19761,575,750,18948,32277,17472,29617,701,1248,344,617,135,255,31,72,265,468,17696,30016,810,1449,474,846,209,373,61,119
R,11,2025,91,438172,161769,276403,135618,228945,11899,26002,1404,2174,10538,15922,284,375,2026,2985,137354,231437,12358,26811,2533,3890,11197,16828,535,732,146541,249891,121533,204536,11368,25010,1133,1684,10428,15714,251,328,1828,2619,123100,206716,11744,25657,2168,3214,11026,16528,479,648,15228,26512,14085,24409,531,992,271,490,110,208,33,47,198,366,14254,24721,614,1154,365,676,171,300,56,84
R,11,2025,92,358884,129204,229680,108079,189425,9339,21463,1159,1787,8777,14127,231,313,1619,2565,109439,191550,9699,22146,2061,3258,9326,14892,437,648,117280,208016,97056,169445,8913,20627,946,1430,8698,13970,205,278,1462,2266,98281,171313,9207,21175,1769,2755,9206,14664,392,579,11924,21664,11023,19980,426,836,213,357,79,157,26,35,157,299,11158,20237,492,971,292,503,120,228,45,69
R,11,2025,93,307016,107648,199368,90031,164685,7712,18281,951,1553,7371,12318,190,273,1393,2258,91211,166562,8047,18905,1718,2849,7827,12973,373,561,97789,180826,80889,147563,7378,17583,776,1252,7299,12186,171,244,1276,1998,81967,149218,7664,18101,1483,2421,7725,12770,340,499,9859,18542,9142,17122,334,698,175,301,72,132,19,29,117,260,9244,17344,383,804,235,428,102,203,33,62
R,11,2025,94,246511,84477,162034,71213,134977,5528,13849,736,1243,5749,9942,144,205,1107,1818,72152,136493,5782,14349,1336,2285,6136,10475,289,428,76668,147327,63951,121401,5288,13322,597,990,5705,9829,130,182,997,1603,64796,122731,5502,13725,1139,1930,6057,10306,259,381,7809,14707,7262,13576,240,527,139,253,44,113,14,23,110,215,7356,13762,280,624,197,355,79,169,30,47
R,11,2025,95,204355,67912,136443,56671,112599,4608,11841,613,1049,4976,9148,128,190,916,1616,57445,113949,4819,12276,1126,1963,5273,9627,254,396,61605,123920,50807,101016,4403,11408,512,849,4940,9050,116,169,827,1428,51508,102201,4573,11756,983,1672,5211,9484,231,355,6307,12523,5864,11583,205,433,101,200,36,98,12,21,89,188,5937,11748,246,520,143,291,62,143,23,41
R,11,2025,96,152206,48624,103582,40429,85350,3191,9002,468,803,3715,6996,95,159,726,1272,41041,86391,3365,9377,879,1511,3946,7370,191,328,44144,94434,36287,76901,3042,8681,391,664,3687,6911,87,144,650,1133,36836,77829,3184,8988,764,1304,3896,7251,172,293,4480,9148,4142,8449,149,321,77,139,28,85,8,15,76,139,4205,8562,181,389,115,207,50,119,19,35
R,11,2025,97,117489,36298,81191,30035,66620,2376,7017,363,650,2892,5710,58,117,574,1077,30512,67510,2514,7324,693,1266,3076,6024,134,262,33059,74303,27027,60294,2273,6759,306,538,2876,5649,53,104,524,959,27462,61079,2388,7017,612,1098,3048,5935,121,237,3239,6888,3008,6326,103,258,57,112,16,61,5,13,50,118,3050,6431,126,307,81,168,28,89,13,25
R,11,2025,98,86457,25839,60618,21132,49508,1713,5226,250,505,2262,4472,48,87,434,820,21494,50184,1821,5447,482,995,2406,4701,107,194,23649,55719,19096,44988,1652,5045,218,427,2248,4434,43,78,392,747,19423,45603,1741,5235,431,880,2380,4643,96,173,2190,4899,2036,4520,61,181,32,78,14,38,5,9,42,73,2071,4581,80,212,51,115,26,58,11,21
R,11,2025,99,61576,17702,43874,14341,35648,1192,3756,194,379,1611,3403,30,75,334,613,14619,36160,1281,3939,374,730,1719,3570,79,152,16239,40513,12987,32547,1147,3630,171,328,1602,3378,27,69,305,561,13239,33015,1220,3787,339,650,1704,3533,71,140,1463,3361,1354,3101,45,126,23,51,9,25,3,6,29,52,1380,3145,61,152,35,80,15,37,8,12
R,11,2025,100,114228,30140,84088,23028,65627,2076,7342,387,856,3888,8574,64,168,697,1521,23600,66853,2271,7826,768,1714,4126,8997,166,382,27857,78332,20930,60311,2004,7137,348,771,3869,8537,60,158,646,1418,21463,61458,2175,7577,705,1582,4093,8921,150,351,2283,5756,2098,5316,72,205,39,85,19,37,4,10,51,103,2137,5395,96,249,63,132,33,76,16,31
R,12,2025,999,342912518,169674753,173237765,127144665,128068227,22684467,24480195,2480238,2413692,11344784,12227293,491106,478050,5529493,5570308,132103284,133039069,25270183,27128380,3983007,3969813,13424000,14284680,955083,942760,134239680,138633871,96594963,98261271,20791720,22555514,1209700,1246303,10956534,11840175,349360,342975,4337403,4387633,100484278,102174416,22794641,24616858,2234325,2330748,12714020,13577851,708773,704552,35435073,34603894,30549702,29806956,1892747,1924681,1270538,1167389,388250,387118,141746,135075,1192090,1182675,31619006,30864653,2475542,2511522,1748682,1639065,709980,706829,246310,238208
R,12,2025,0,3606178,1841781,1764397,1267678,1212308,296731,287340,35942,34848,108739,102219,7894,7495,124797,120187,1382445,1322809,365793,353990,59257,57440,154833,146412,16464,15676,1314702,1255529,842925,802626,256215,248084,11981,11476,100423,94454,4316,3978,98842,94911,934347,890386,311721,301513,26641,25618,138447,130830,10512,9879,527079,508868,424753,409682,40516,39256,23961,23372,8316,7765,3578,3517,25955,25276,448098,432423,54072,52477,32616,31822,16386,15582,5952,5797
R,12,2025,1,3634280,1855910,1778370,1274073,1218576,298685,289215,36712,35598,112926,106416,8017,7629,125497,120936,1389460,1329745,368003,356118,60153,58335,159418,151040,16635,15857,1322047,1262973,844249,804042,257634,249519,11988,11481,104508,98500,4418,4070,99250,95361,936020,892191,313211,303025,26659,25637,142894,135266,10649,10006,533863,515397,429824,414534,41051,39696,24724,24117,8418,7916,3599,3559,26247,25575,453440,437554,54792,53093,33494,32698,16524,15774,5986,5851
R,12,2025,2,3676364,1877114,1799250,1283223,1227419,302326,292833,37794,36683,119064,112494,8181,7828,126526,121993,1399540,1339528,372026,360097,61439,59625,166113,157720,16862,16117,1333200,1273992,845799,805464,260546,252511,11993,11498,110488,104354,4559,4183,99815,95982,938067,894151,316220,306120,26673,25672,149371,141667,10833,10168,543914,525258,437424,421955,41780,40322,25801,25185,8576,8140,3622,3645,26711,26011,461473,445377,55806,53977,34766,33953,16742,16053,6029,5949
R,12,2025,3,3777875,1928537,1849338,1313984,1257193,310341,300976,39262,38132,126332,119575,8455,8130,130163,125332,1433624,1372349,381933,369937,63623,61719,174817,166174,17370,16638,1367731,1307885,863695,822809,267211,259505,12210,11706,117425,111044,4767,4382,102423,98439,958348,913739,324191,314324,27241,26193,157506,149523,11206,10525,560806,541453,450289,434384,43130,41471,27052,26426,8907,8531,3688,3748,27740,26893,475276,458610,57742,55613,36382,35526,17311,16651,6164,6113
R,12,2025,4,3783246,1932354,1850892,1317447,1257342,312989,304456,37758,36280,126052,120055,7770,7366,130338,125393,1437252,1372566,384666,373404,62165,59831,174608,166744,16679,15855,1393329,1330572,884425,838823,271745,264872,12443,11922,117742,111985,4510,4252,102464,98718,979109,930003,328694,319764,27454,26432,157920,150675,10949,10408,539025,520320,433022,418519,41244,39584,25315,24358,8310,8070,3260,3114,27874,26675,458143,442563,55972,53640,34711,33399,16688,16069,5730,5447
R,12,2025,5,3785796,1934390,1851406,1318262,1257706,314014,304619,38409,36781,128798,122685,7385,6919,127522,122696,1435498,1370494,384312,372246,62189,59775,176221,168243,16084,15215,1401359,1339321,887605,843798,275040,267419,13074,12609,120582,114678,4593,4170,100465,96647,980446,933088,330999,321279,27763,26769,159897,152478,10911,10208,533031,512085,430657,413908,38974,37200,25335,24172,8216,8007,2792,2749,27057,26049,455052,437406,53313,50967,34426,33006,16324,15765,5173,5007
R,12,2025,6,3890885,1986753,1904132,1368425,1306331,311901,304869,39659,37966,131753,125543,7707,7106,127308,122317,1485400,1418712,381860,372221,63420,61012,179294,170939,16431,15380,1452411,1389045,935449,888368,274069,268634,14067,13670,123372,117542,4827,4424,100627,96407,1028350,977357,329874,322265,28858,27924,162955,155284,11243,10499,534342,515087,432976,417963,37832,36235,25592,24296,8381,8001,2880,2682,26681,25910,457050,441355,51986,49956,34562,33088,16339,15655,5188,4881
R,12,2025,7,3946001,2015058,1930943,1388490,1324951,315466,309005,40080,38334,134189,127716,7838,7236,128995,123701,1507010,1438583,386279,377100,64202,61668,182393,173612,16665,15618,1473767,1409060,949189,901156,277633,272365,14224,13779,125773,119704,4908,4545,102040,97511,1043381,991146,334171,326589,29229,28221,165961,157876,11404,10700,541291,521883,439301,423795,37833,36640,25856,24555,8416,8012,2930,2691,26955,26190,463629,447437,52108,50511,34973,33447,16432,15736,5261,4918
R,12,2025,8,4029630,2060713,1968917,1421672,1353569,320600,312955,39800,37761,140036,132395,7902,7401,130703,124836,1541684,1468260,391743,381565,64392,61439,189268,178653,16982,15920,1511555,1439673,971629,920274,284102,277175,15102,14359,131893,124542,5093,4739,103736,98584,1067278,1011246,341050,331929,30547,29102,173119,163062,11846,11002,549158,529244,450043,433295,36498,35780,24698,23402,8143,7853,2809,2662,26967,26252,474406,457014,50693,49636,33845,32337,16149,15591,5136,4918
R,12,2025,9,4140215,2115965,2024250,1472964,1402906,320913,314841,39078,37813,142796,134871,7886,7526,132328,126293,1594509,1518966,392209,383428,64274,62070,193031,182120,17146,16232,1553742,1482718,1008929,956634,284412,278991,15816,15232,134567,127063,5066,4846,104952,99952,1105742,1048901,341363,333773,31732,30471,176616,166502,11943,11272,562223,541532,464035,446272,36501,35850,23262,22581,8229,7808,2820,2680,27376,26341,488767,470065,50846,49655,32542,31599,16415,15618,5203,4960
R,12,2025,10,4184164,2138121,2046043,1495145,1424853,325779,318152,38128,37085,139501,132096,7657,7518,131911,126339,1616369,1540960,396849,386874,63471,61357,189294,179207,16872,16250,1572250,1500034,1025586,972817,289421,282380,16181,15411,131423,124393,4879,4813,104760,100220,1122274,1065333,346266,337421,32287,30758,173121,163747,11732,11295,565871,546009,469559,452036,36358,35772,21947,21674,8078,7703,2778,2705,27151,26119,494095,475627,50583,49453,31184,30599,16173,15460,5140,4955
R,12,2025,11,4198392,2146414,2051978,1501407,1428955,327486,319374,38190,37344,140904,133782,7467,7323,130960,125200,1621727,1543996,397799,387334,63425,61564,190515,180438,16703,16020,1584613,1511069,1035290,980836,290651,283573,16412,15859,133141,126476,4856,4780,104263,99545,1131498,1072703,346934,338116,32585,31294,174807,165525,11753,11269,561801,540909,466117,448119,36835,35801,21778,21485,7763,7306,2611,2543,26697,25655,490229,471293,50865,49218,30840,30270,15708,14913,4950,4751
R,12,2025,12,4154834,2125885,2028949,1488615,1416853,326467,316480,38718,37074,136297,128909,7211,6990,128577,122643,1606695,1529438,395262,383076,63715,60979,185020,174573,16452,15619,1569285,1494596,1026454,973016,290213,281673,16728,15966,128830,121915,4746,4538,102314,97488,1120833,1062908,345309,335131,32798,31287,169669,160055,11586,10882,556600,534353,462161,443837,36254,34807,21990,21108,7467,6994,2465,2452,26263,25155,485862,466530,49953,47945,30917,29692,15351,14518,4866,4737
R,12,2025,13,4173087,2132608,2040479,1494889,1427211,326052,316000,38792,37260,138248,130956,7311,7076,127316,121976,1611733,1539137,393921,381646,63731,61295,186634,176697,16516,15813,1574204,1501216,1029924,977907,290519,281801,16809,16169,130918,123969,4835,4566,101199,96804,1123191,1067125,344758,334308,32836,31577,171501,162202,11660,11014,558404,539263,464965,449304,35533,34199,21983,21091,7330,6987,2476,2510,26117,25172,488542,472012,49163,47338,30895,29718,15133,14495,4856,4799
R,12,2025,14,4196502,2150805,2045697,1517700,1439650,328105,316853,38876,37249,132133,124692,7148,6812,126843,120441,1634163,1550164,396060,381576,64072,61334,179738,169688,16265,15431,1581536,1499829,1041165,983153,293253,283172,17060,16110,124941,117945,4674,4342,100443,95107,1133787,1070804,347451,334681,33221,31451,164666,155443,11404,10661,569269,545868,476535,456497,34852,33681,21816,21139,7192,6747,2474,2470,26400,25334,500376,479360,48609,46895,30851,29883,15072,14245,4861,4770
R,12,2025,15,4279456,2192819,2086637,1557503,1477131,332989,321032,37509,36038,130134,123866,6989,6617,127695,121953,1674950,1589174,401252,386671,63264,60925,177584,168728,16101,15205,1604757,1523492,1059087,1000377,299952,288630,17220,16739,123261,117532,4688,4355,100549,95859,1151943,1088772,354109,340599,33571,32542,162768,154921,11394,10675,588062,563145,498416,476754,33037,32402,20289,19299,6873,6334,2301,2262,27146,26094,523007,500402,47143,46072,29693,28383,14816,13807,4707,4530
R,12,2025,16,4331812,2218098,2113714,1582887,1500546,336516,325796,37798,36147,128520,123199,6925,6745,125452,121281,1698318,1611996,403819,391558,63110,60601,174788,167353,15658,15255,1622306,1544760,1076366,1017518,303147,293492,17801,17159,121833,116840,4750,4484,98409,95267,1167320,1105404,356549,345660,33704,32609,160214,153609,11163,10723,595792,568954,506521,483028,33369,32304,19997,18988,6687,6359,2175,2261,27043,26014,530998,506592,47270,45898,29406,27992,14574,13744,4495,4532
R,12,2025,17,4519606,2316566,2203040,1656096,1567248,353458,341951,39531,37174,133695,127723,7137,6958,126649,121986,1772443,1679370,421587,408364,65168,61740,179768,171617,16140,15392,1694588,1614071,1126561,1065688,318354,308880,18351,17715,126893,121255,4857,4659,99572,95874,1218294,1154171,372613,361904,34493,33040,165330,157794,11486,10822,621978,588969,529535,501560,35104,33071,21180,19459,6802,6468,2280,2299,27077,26112,554149,525199,48974,46460,30675,28700,14438,13823,4654,4570
R,12,2025,18,4582267,2349199,2233068,1683019,1593898,354523,343148,41236,38571,138750,131426,7227,7102,124444,118923,1797260,1702953,421052,407510,67060,63044,184050,174306,16116,15510,1715530,1634156,1143430,1082919,319359,309898,18533,18220,131934,125086,4921,4775,97353,93258,1233150,1168693,372084,361102,34638,33519,169564,160747,11479,10936,633669,598912,539589,510979,35164,33250,22703,20351,6816,6340,2306,2327,27091,25665,564110,534260,48968,46408,32422,29525,14486,13559,4637,4574
R,12,2025,19,4551806,2333139,2218667,1674651,1587337,348923,337813,41915,37896,140591,134183,7180,7030,119879,114408,1784621,1692240,412168,398921,67126,61779,184789,175696,15813,15167,1706752,1627585,1141048,1082050,314830,305155,18411,17783,133795,127911,4913,4797,93755,89889,1227338,1164707,364908,354044,34058,32744,170667,162537,11245,10777,626387,591082,533603,505287,34093,32658,23504,20113,6796,6272,2267,2233,26124,24519,557283,527533,47260,44877,33068,29035,14122,13159,4568,4390
R,12,2025,20,4507773,2308550,2199223,1663730,1574553,337799,330031,41517,37717,144320,140880,7382,7239,113802,108803,1768002,1674100,397004,387213,66043,60795,186551,181145,15492,14968,1694646,1622758,1139855,1080112,304844,298849,18083,17810,137982,134936,5013,5123,88869,85928,1221524,1158914,351709,344612,33250,32344,173321,168804,10970,10892,613904,576465,523875,494441,32955,31182,23434,19907,6338,5944,2369,2116,24933,22875,546478,515186,45295,42601,32793,28451,13230,12341,4522,4076
